Gene_id,SM1,SM2,SM3,R1,R2,R3,mean_sm,mean_r,log2fc,log10intensity,pass_1,pass_2,desc,FDR
Tb927.10.540,26021119.034736056,24756609.949123252,24627292.90638962,28896412.892282717,24830286.11256996,24976014.364097785,25135007.29674964,26234237.789650157,0.0617527666326491,7.710703183454142,False,False,"ATP-dependent RNA helicase SUB2, putative",1.0
Tb927.11.12230,1602490.3559518221,1512784.0910858915,1622870.8931620556,1846804.8501139502,1493585.102703947,1604892.926714381,1579381.7800665898,1648427.6265107596,0.0617305950353468,6.508907882891583,False,False,ATP-dependent protease ATPase subunit HslU2,1.0
Tb927.7.3130,123653.08609539914,120788.50565657961,135521.75367850484,129229.40825812022,130220.27821961834,137122.38908668733,126654.44847682786,132190.69185480863,0.06172284409715207,5.413040015765755,False,False,Transition Zone Protein 103 kDa,0.8368897121034549
Tb927.4.2200,259085.41583209918,288267.24419367925,272139.2191378393,284295.07124481705,283789.40543932316,287225.2196502827,273163.95972120593,285103.2321114743,0.06171724253241125,5.746842106043705,False,False,"Sec7 domain containing protein, putative",0.7558031379680179
Tb927.2.2950,353071.03234884585,345004.35226829135,385044.35785306664,429769.91214549827,317155.1989178419,383529.3398847271,361039.91415673465,376818.1503160224,0.061710116722915716,5.867972828293712,False,False,"Nop14-like family, putative",1.0
Tb927.11.10000,414235.3550934505,437265.0742704806,456855.62225820625,463067.0322358436,433909.738825241,468487.43653740623,436118.6838740458,455154.7358661636,0.06163629332339879,5.950010954843438,False,False,"Charged multivesicular body protein 3, putative",0.82399931260659
Tb927.1.2570,6843881.277410236,7210738.891857999,7166048.697205109,7171215.3145787865,7491912.6467517475,7482470.570279401,7073556.288824447,7381866.177203312,0.06154985952856681,7.1600307886378465,False,False,coatomer beta subunit,0.689730322816135
Tb927.10.9400,694031.7109048434,721977.9024956978,752285.7405321413,791453.411037952,752320.9163929994,718848.6241785333,722765.1179775608,754207.6505364949,0.0614349043035169,6.169372488139909,False,False,splicing factor 1,0.826043205011318
Tb927.8.1680,220676.63825259378,223846.02298493535,240466.59313129494,227472.15795728154,229566.13044661784,257689.70659031565,228329.75145627468,238242.6649980717,0.06131294166303646,5.668919059927581,False,False,kinetoplastid kinetochore protein 12,0.951211202338447
Tb927.5.2850,2330767.134280462,2319513.2413845137,2393240.560606863,2542350.040291746,2431554.076424354,2375389.156379426,2347840.312090613,2449764.4243651754,0.06130873548207098,6.681024464589019,False,False,"radial spoke protein RSP2, putative",0.702157578046817
Tb927.5.1520,6656721.264248034,6795200.955660632,6906542.941249656,8084930.648319271,6623743.142264403,6533559.174254254,6786155.053719441,7080744.321612642,0.0613066292155133,7.141979364121595,False,False,ATP-dependent protease ATPase subunit HslU1,1.0
Tb927.8.6230,1556962.7101140465,1581920.5635360344,1624182.0012758689,1668225.4275838726,1719146.5143405856,1582432.8614456449,1587688.4249753167,1656601.6011233677,0.06129886876245376,6.511119671403512,False,False,"hypothetical protein, conserved",0.7488555118622661
Tb927.8.5300,572025.8978133928,564094.0324977414,623722.2249148021,620900.4355986804,578841.4391000285,636241.9803685435,586614.0517419787,611994.6183557507,0.06110733667216125,6.078677414827163,False,False,"hypothetical protein, conserved",0.879074851752872
Tb927.8.3250,9722221.82481231,9538573.164844982,10078675.372041112,10144731.17085791,10426681.775700012,10036485.785650559,9779823.453899467,10202632.91073616,0.06106117796638634,7.300648873281166,False,False,"dynein heavy chain, putative",0.508544311593629
Tb927.4.2990,809589.1537949071,749837.9490461863,778507.9028084051,917915.0789199322,759228.7989675399,761427.8465048978,779311.6685498329,812857.2414641232,0.06080158255281425,6.201989139278365,False,False,"hypothetical protein, conserved",1.0
Tb927.7.4150,38342.55554919593,34681.237888808704,39976.62289595976,33452.354224485374,43282.877359375554,41118.790852317536,37666.8054446548,39284.67414539282,0.06067291151480876,4.886216974675821,False,False,"hypothetical protein, conserved",1.0
Tb927.11.6540,16216.11967203688,15447.327432879636,17605.372451124407,17157.58360130625,16779.668864744715,17447.147414859493,16422.939852013642,17128.13329363682,0.06065552269139158,4.525706415824851,False,False,"hypothetical protein, conserved",0.8400911886318091
Tb927.6.640,1858190.1704843487,1984617.4015814436,1867298.9058086574,1926347.3017934524,2083071.475607366,1945695.4194306016,1903368.8259581497,1985038.0656104733,0.060611525695918204,6.5897717041752655,False,False,ApaH-like phosphatase ALPH1,0.799912392274998
Tb927.10.14340,1267241.3275100184,1328591.379194203,1364957.1970590893,1405771.438002943,1331131.4707721283,1393789.4024514249,1320263.301254437,1376897.4370754987,0.06059542319072642,6.430906829170566,False,False,"hypothetical protein, conserved",0.749926942826131
Tb927.11.8280,29406.72033430884,32116.100121973537,31458.166179356343,32768.84268811688,30839.42330893262,33357.94200828479,30993.662211879575,32322.069335111428,0.06054633190840625,4.801511629057141,False,False,"hypothetical protein, conserved",0.825662916705167
Tb927.9.12990,1322205.6126668968,1342973.4091243963,1425549.1220331704,1437901.2936737859,1398254.2641938936,1429852.0424603815,1363576.047941488,1422002.5334426872,0.06052887228771894,6.444915414448721,False,False,"hypothetical protein, conserved",0.7184151044598341
Tb927.1.1730,260674.744559527,279638.02623556333,285999.5049124359,276581.4991530529,281349.5124882559,303780.2912333417,275437.42523584206,287237.1009582169,0.0605175068908319,5.75025725390683,False,False,"Polyadenylation mediator complex protein PAMC1, putative",0.8697584959491271
Tb927.11.2540,2924033.748315624,2912566.518434551,2965539.2522863206,3173996.528742135,2959579.854737598,3045605.9397037756,2934046.506345499,3059727.4410611694,0.06051140536414329,6.777700359689845,False,False,"hypothetical protein, conserved",0.703916576564596
Tb927.11.11210,1330069.4787661491,1250003.858504219,1326654.1100198326,1374363.6015606583,1365516.4600403332,1334106.7876997602,1302242.482430067,1357995.616433584,0.06048071387685178,6.424920508960003,False,False,"paraflagellar rod component, putative",0.7016822266185839
Tb927.11.970,137766.65630510965,142988.19614168495,145945.06318331973,139169.20630460567,147618.6709930514,158127.29519716726,142233.30521003812,148305.05749827478,0.060308472851152435,5.463203484790177,False,False,"hypothetical protein, conserved",0.895500131081706
Tb927.6.3150,4241934.929012404,4265093.704584004,4544768.975374308,4473029.457456548,4662666.314210399,4473243.609532028,4350599.202990239,4536313.127066325,0.06030611294015394,6.948750895847299,False,False,Hydin,0.740121518080606
Tb927.9.12150,527143.9167711346,515421.134062559,537638.6121850103,545569.7627524347,547812.5895029118,554215.2912955397,526734.554339568,549199.2145169621,0.06025345719081202,6.031785538332762,False,False,"transport protein particle (TRAPP) subunit, putative",0.640437190310974
Tb927.7.5240,19103.400193530735,15863.379013003081,18204.73616029615,17406.680235158852,16408.02272325304,21622.82152115972,17723.838455609988,18479.17482652387,0.06020925322948893,4.558744719630961,False,False,Flagellum attachment zone protein 21,1.0
Tb927.10.8800,25546.80374264432,26685.856535473453,24280.785762024705,23709.90810047251,28954.42584336126,27087.049606727345,25504.482013380824,26583.794516853708,0.05979624624477524,4.716739987960791,False,False,SUMO-interacting motif-containing protein,1.0
Tb927.10.14330,707673.4491485987,783265.8957553639,823713.0375610928,835376.2474419132,724689.386094837,852512.374106467,771550.7941550184,804192.6692144057,0.059780046927864365,6.197485514224765,False,False,"Utp14 protein, putative",1.0
Tb927.9.6270,69724.34793748538,94319.4068579112,80253.86415230097,82369.15695930786,84940.18890873627,87319.03966379183,81432.53964923252,84876.12851061199,0.059753454937633656,5.220914885634922,False,False,"hypothetical protein, conserved",0.949702513304967
Tb927.11.13190,9308334.135377984,9878399.986338403,8887720.951800944,9833540.883349298,9374645.23279047,10053146.303549433,9358151.691172443,9753777.473229734,0.05973744421366704,7.281304527095198,False,False,"elongation factor 1 gamma, putative",0.84008879468171
Tb927.3.3590,454796.34865801444,575127.1040299039,536065.2824484345,540984.9406510898,534182.1326792281,557009.6186646548,521996.245045451,544058.8973316575,0.05972341063058303,6.0277796694285675,False,False,"U3 small nucleolar ribonucleoprotein protein MPP10, putative",1.0
Tb927.11.8030,845655.3270522143,836602.6810393375,849944.5648953123,850105.4397045019,932100.8767494856,856962.2086338879,844067.5243289546,879722.8416959584,0.05969065428181743,6.2364844491833935,False,False,"hypothetical protein, conserved",0.7995112629866842
Tb927.11.4610,15073789.649198141,14727198.64851782,14330411.683978172,10875294.293620782,18870564.469646644,16246113.877719099,14710466.660564711,15330657.546995508,0.05957656295868688,7.477716180928812,False,False,protein kinase A regulatory subunit,1.0
Tb927.10.7120,847641.987961499,946810.1218187035,888219.5567607017,948408.3576727096,924729.7233614513,922412.7368606696,894223.8888469682,931850.2726316102,0.059462077436177395,6.26151841135101,False,False,"hypothetical protein, conserved",0.802233631342933
Tb927.10.1970,4244666.587762671,4339982.989006224,4560970.525637858,4554497.293745539,4678829.318147849,4464597.011635144,4381873.367468917,4565974.541176178,0.059375023217131534,6.951718593551822,False,False,"CHAT domain containing protein, putative",0.7436151590268549
Tb927.3.2430,98645.99189977719,103417.06807661055,99372.62996908402,97756.59008526543,107468.53382359046,108873.32107967138,100478.56331515725,104699.48166284243,0.05936655868834119,5.312130887360691,False,False,"Alsin, putative",0.8693914121109109
Tb927.2.5030,688974.0033399559,718012.5713863731,726325.7998786401,756989.0265281042,730166.2766010301,735751.668603784,711104.1248683231,740968.9905776394,0.05935234239064961,6.161988484707927,False,False,"transcription elongation factor SPT5, putative",0.6975949107658571
Tb927.4.840,297709.4150101105,315808.8315099992,295486.3086216699,290023.09045804595,330775.360834559,326345.8028178934,303001.5183805932,315714.75137016614,0.05929664706482105,5.791491536369239,False,False,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase, putative",0.965056768041226
Tb927.10.6570,83696.36855740934,85989.12966477289,92860.1686666148,99016.5136390996,79376.82118402429,95142.10183415582,87515.22229626567,91178.4788857599,0.05915936170651587,5.252109244223042,False,False,"TPR repeat, putative",1.0
Tb927.11.14900,2589860.8278663494,2563185.9199160724,2455330.8948538736,2904683.3564899024,2378741.203686063,2643222.7985512083,2536125.880878765,2642215.7862423914,0.05912193880091062,6.714190701805702,False,False,coatomer subunit epsilon,1.0
Tb927.11.15690,790856.5969711095,832832.5346219225,815584.167255451,845484.5166417289,873069.8802034116,822649.9774674714,813091.099616161,847068.1247708705,0.05906099932212385,6.220149742833125,False,False,"U5 snRNP-associated 102 kDa protein, putative",0.7330789920630569
Tb927.2.4390,537499.3867607814,568922.2854028776,595664.5112791999,590346.9885768566,593769.0542014948,589023.1201462899,567362.0611476196,591046.3876415471,0.05900168074903041,6.063861716367862,False,False,double-strand break repair protein MRE11,0.777915401374542
Tb927.10.10420,180868.92028280033,177392.06631041135,189464.48750396183,157171.5524033251,192947.14636667617,220467.15710738685,182575.15803239113,190195.2852924627,0.05899100467037076,5.571441470179272,False,False,"monothiol glutaredoxin, putative",1.0
Tb927.9.6760,161250.6438036133,155367.01476017263,177130.70617616203,189409.71095845164,158253.3098894753,166657.90214665435,164582.78824664932,171440.30766486042,0.058892874815037306,5.526369128824975,False,False,"hypothetical protein, conserved",1.0
Tb927.6.1890,67494.32106681322,68934.09674326809,72205.53334507914,68330.69642537332,69219.86597084733,79771.19237770673,69544.6503850535,72440.58492464245,0.058858653493497295,5.152243185531577,False,False,"hypothetical protein, conserved",1.0
Tb927.11.1430,9604677.721012961,9385404.546088425,9692834.984261801,10326078.333764127,9845328.379300151,9702115.518199094,9560972.417121062,9957840.743754456,0.058675584747272094,7.290453406908905,False,False,Component of motile flagella 2,0.7266637122398799
Tb927.8.1420,611047.2291732611,652810.6114099901,607932.737201309,621381.7817510526,614708.8949714137,713375.9603877005,623930.1925948533,649822.2123700556,0.05866043448817531,6.105085017004279,False,False,"acyl-CoA dehydrogenase, mitochondrial precursor, putative",1.0
Tb927.7.1920,1244808.614742678,1276096.969948998,1100487.9603870572,1184496.6117574533,1346470.8821522556,1240575.9055712675,1207131.181692911,1257181.1331603255,0.058610060951246816,6.391695747332507,False,False,"paraflagellar rod component, putative",1.0
Tb927.9.8410,1660765.7426241753,1703448.7164461669,1667542.2196112622,1623941.5815656323,1920514.894605882,1695787.6509474819,1677252.2262272015,1746748.0423729985,0.05857186481485047,6.534533790073918,False,False,"chaperone protein DnaJ, putative",1.0
Tb927.3.5020,4164206.8209366375,4324573.671223874,4391462.976637724,4557144.697583586,4438134.393270413,4417673.401097174,4293414.489599411,4470984.163983725,0.05846697751236432,6.942722123465774,False,False,Flagellar Member 6,0.701306027168402
Tb927.9.6460,1824830.822715942,1853227.2852906073,1893240.116346247,1927550.6671743828,1926280.0425071379,1947277.1141678367,1857099.4081175986,1933702.607949786,0.05831489096017088,6.57873110292426,False,False,"hypothetical protein, conserved",0.655223598932933
Tb927.11.11490,12767.607443670078,14689.188997988023,9884.818672355876,11192.862417648324,15017.180792075047,12669.374845251832,12447.205038004658,12959.806018325069,0.0582222960051686,4.404953576577544,False,False,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase-like protein, putative",1.0
Tb927.11.7580,37841.7514449804,42117.77465057074,39308.894263710616,38602.75805486766,38955.927961343645,46617.816222104324,39756.14011975392,41392.16741277188,0.05818010018944437,4.9092794664056285,False,False,"hypothetical protein, conserved",1.0
Tb927.2.5270,7069201.735538282,7243201.187986149,7396710.074656672,7407195.265779246,7734460.654883157,7460537.736589743,7236370.999393702,7534064.552417383,0.058162019488690375,7.169393302011961,False,False,"dynein heavy chain, putative",0.7086072627056609
Tb927.6.5110,363294.05827787373,404196.67830955784,375857.2359984185,406400.55644782906,401748.44946180616,382200.7163054498,381115.99086195,396783.24073836167,0.05812094870100754,5.890923342498257,False,False,"damage-specific DNA binding protein, putative",0.8542588063264929
Tb927.11.5270,389219.98314403987,423304.2323596717,456874.3523741178,419577.4073690174,413577.29756634735,488290.25464758766,423132.85595927644,440481.6531943174,0.05797121544211525,5.936319930086939,False,False,"ubiquitin carboxyl-terminal hydrolase, putative",1.0
Tb927.11.8900,312046.4845721155,331361.96959165094,324724.01955970406,373741.2200093768,279002.27369988745,355048.28998291667,322710.82457449014,335930.59456406033,0.057921223211253973,5.8186490381549785,False,False,"DPCD protein family, putative",1.0
Tb927.4.470,217117.20412345856,230975.40067890252,226718.68805216806,246557.53289883837,214937.06764718093,240934.2870072069,224937.09761817637,234142.96251774207,0.05786806017763389,5.661888429858149,False,False,"snoRNP protein GAR1, putative",0.980559006726271
Tb927.1.650,27303.343096603596,32224.99263430214,37260.75608877529,32307.953747220523,33834.21174549574,34597.99068227698,32263.03060656034,33580.05205833108,0.05772250338274099,4.818510155633915,False,False,"conserved protein, unknown function",1.0
Tb927.11.770,112858.89515495193,115662.3392743179,121811.3088312012,111385.90638968362,118864.99583553745,134370.24024389853,116777.51442015701,121540.38082303987,0.05767320823479895,5.377156654656879,False,False,"hypothetical protein, conserved",1.0
Tb927.11.9220,4148230.7561244727,4096721.2256155284,4258010.900767452,4204799.314047152,4400557.982842585,4406601.53793653,4167654.2941691517,4337319.611608756,0.057568146090961565,6.929672985486031,False,False,proteasome regulatory non-ATP-ase subunit 2,0.721546621793371
Tb927.4.2750,380718.73000305885,387760.07267505134,379106.91110908403,435136.921744448,375578.7959528908,383487.16135840083,382528.5712623981,398067.62635191326,0.057446038642938325,5.892426431445429,False,False,"hypothetical protein, conserved",1.0
Tb927.8.2220,243473.57218663642,226671.06457836615,257117.66617672247,242526.2588727214,245080.55524517622,269193.8996458044,242420.76764724168,252266.9045879007,0.057437652033971144,5.6943310877505535,False,False,"hypothetical protein, conserved",0.983529078770677
Tb927.10.10590,26263657.220744573,29357832.238932915,26846811.641916238,30222521.542068064,27361803.735639308,28232196.596485436,27489433.700531244,28605507.2913976,0.05741574267978862,7.748923695509983,False,False,"histone H2B, putative",0.9496795340069408
Tb927.2.5810,1734189.4187298247,1793130.945939443,1760724.5462715568,1853182.6866328814,1845362.0737502242,1804081.017290167,1762681.636980275,1834208.5925577574,0.05738578767309804,6.5559271841534175,False,False,"Holliday-junction resolvase-like of SPT6/SH2 domain containing protein, putative",0.678059082124839
Tb927.8.1320,168634.40018312164,170406.5089157461,164263.11654488114,193621.4897917082,165120.01283614978,164981.30572518532,167768.00854791628,174574.26945101444,0.05737329896233794,5.534460536204284,False,False,"hypothetical protein, conserved",1.0
Tb927.10.3110,180628.86542292841,181367.6702982576,185624.81374208035,197544.46093354144,179944.67886795074,192270.81225827872,182540.44982108878,189919.98401992364,0.05717552709305967,5.571080144796598,False,False,"DNA primase large subunit, putative",0.821779577877691
Tb927.11.3250,40085850.49709331,40511096.44979773,40737065.60197141,40957744.10534854,43745118.68217268,41512105.61030995,40444670.84962082,42071656.13261039,0.05689899034044532,7.916539888146836,False,False,"dynein heavy chain, putative",0.748087990407709
Tb927.11.13820,599152.0969789185,633528.4184250097,596891.3338714108,627988.2576923608,645202.4094062708,629683.2195248093,609857.2830917797,634291.2955411469,0.056673876863743665,6.094872247740083,False,False,"hypothetical protein, conserved",0.742780676330726
Tb927.3.3220,1275353.5262229312,1269830.5140508425,1299308.1407888718,1318527.4478854858,1353677.3170288256,1325987.421381954,1281497.3936875483,1332730.7287654218,0.05655477644844823,6.417343482249796,False,False,"RNA polymerase-associated protein CTR9, putative",0.678146735983987
Tb927.1.4650,274357.8715722258,281980.2425384805,281101.57960154803,289890.7202661436,330775.360834559,250118.6611147511,279146.56457075145,290261.58073848457,0.056330827177207436,5.755423675381278,False,False,cyclin-like F-box protein 2,1.0
Tb927.10.9040,44603.84851495841,39728.303106454354,46462.86203615273,43886.73544253324,47872.346885053936,44235.78394782851,43598.337885855166,45331.622091805235,0.0562446500969906,4.949048096864352,False,False,"hypothetical protein, conserved",1.0
Tb927.7.800,131218.95305825863,127137.14458290774,131120.17643927486,133405.08612994885,123662.4224819397,147877.91329988488,129825.42469348041,134981.8073039245,0.05619203069203033,5.422929841695447,False,False,RNA editing mediator complex protein 3,1.0
Tb11.1220,9117945.798238195,9128582.58304926,9502724.307758888,9640039.730095683,9345201.798866197,9865030.07613429,9249750.896348782,9616757.201698724,0.05613598191523682,7.275691526339685,False,False,hypothetical protein,0.75243198900669
Tb927.10.13110,617520.432636014,679612.5514727574,612989.8684974456,545581.796406244,709308.7950868435,731017.1290236608,636707.6175354057,661969.2401722494,0.05613315600465673,6.113501101517332,False,False,Outer arm dynein light chain 7,1.0
Tb927.4.1920,1311527.3102794914,1378106.653668154,1357839.7530126749,1480981.7743110957,1343279.4609926317,1383666.5561331213,1349157.9056534402,1402642.5971456163,0.0560882358728011,6.439616945670291,False,False,"GPI transamidase subunit 16, putative",0.8630341596349581
Tb927.7.5290,282635.62536091235,285873.6634981542,282122.37091873115,292189.14814372075,295803.5618692619,296346.3259683375,283543.8865925993,294779.67866044,0.0560650211318319,5.762170889088734,False,False,"hypothetical protein, conserved",0.6654126422339129
Tb927.10.10090,241561.41106144985,261413.93973830424,266033.20135065215,245570.77328647542,277293.3191434437,276606.77564764547,256336.1840501354,266490.28935918823,0.05604582179284597,5.7183575700418245,False,False,Component of motile flagella 14,1.0
Tb927.9.9940,1288846.2648984902,1330543.2261133008,1379379.3863110344,1353184.3708562825,1419152.9253359465,1384510.1266596466,1332922.9591076085,1385615.8076172918,0.05593389678238118,6.434335530479044,False,False,parkin coregulated gene protein,0.7767704874988121
Tb927.9.14290,552622.8429327117,571829.510024481,631504.588076079,590503.4260763775,601799.0816353869,633015.3231045842,585318.9803444239,608439.2769387829,0.055890225004586694,6.076916388637985,False,False,Cytokinesis initiation factor 2,0.952034668985624
Tb927.7.5890,290540.8802291079,304498.3922577544,289305.3703708363,281274.6241386816,331300.401089852,306701.15418143553,294781.54761923285,306425.3931366564,0.055889637604057636,5.779023985744849,False,False,"hypothetical protein, conserved",1.0
Tb927.8.3660,525405.5884755104,559286.3253496483,567962.6698459183,584378.2962874415,565180.0975554453,568250.1959306044,550884.8612236922,572602.8632578304,0.05578406746154253,6.050568331566842,False,False,protein transport protein SEC23,0.791153280095309
Tb927.1.610,16583.65194025456,21754.874845121503,18884.63936788785,20157.573495965844,18188.012137765807,21132.49615261689,19074.38871775464,19826.027262116182,0.055758796049366385,4.589954245459295,False,False,"hypothetical protein, conserved",1.0
Tb927.11.6310,47412.49037545975,46209.4621657107,38741.37175158862,42571.45708117627,48724.76518188249,46276.170158861576,44121.10809758635,45857.46414064011,0.05568755338818526,4.95413909758728,False,False,"hypothetical protein, conserved",1.0
Tb927.7.3750,809531.2095183863,802291.2667773052,760630.0071707666,832464.1032200615,799039.2042071054,834133.081259797,790817.4944888194,821878.796228988,0.055580866300882374,6.207552587051409,False,False,"TFIIF-stimulated CTD phosphatase, putative",0.7820893990437741
Tb927.10.7690,3421278.418402023,3384194.371359672,3493072.966937014,3546317.777602014,3695974.550053378,3460642.6387542225,3432848.585566236,3567644.9888032046,0.0555658369022375,6.845128661309714,False,False,Component of motile flagella 4,0.7685383283395579
Tb927.11.11020,214542.82269517708,200547.13449802238,217213.15422702243,208025.7734014456,232325.1655136475,216776.53605383867,210767.7038067406,219042.4916563106,0.055556944790464406,5.633276713111746,False,False,"hypothetical protein, conserved",0.94702596277656
Tb927.7.3090,272180.82232580124,285699.0245632876,269320.33669314097,264090.56649899494,297440.4520769399,298086.1901792959,275733.3945274099,286539.06958507694,0.05545785866512673,5.749946815544225,False,False,"Galactose oxidase, central domain containing protein, putative",0.9868399568380479
Tb927.11.11900,5366302.226129693,5200644.751543071,5265316.534494215,5617790.944335678,5308671.726360059,5524543.378214181,5277421.170722325,5483668.6829699725,0.05530828367750918,7.031856257712869,False,False,Coatomer subunit gamma,0.753199163193935
Tb927.11.7420,467444.75644712744,500022.0891587307,475314.1514891048,479468.9023779255,470775.8006723794,548668.8150836359,480926.9990316543,499637.8393779802,0.055064820832498994,5.991476316037984,False,False,phosphoadenosine phosphosulfate reductase-like protein,1.0
Tb927.2.2990,107254.85584001117,117881.28103497627,119151.63237175159,114365.4390728674,129046.65882543409,114261.62781785172,114762.58974891301,119224.57523871773,0.05502921320524344,5.36919203549593,False,False,"hypothetical protein, conserved",1.0
Tb927.11.8050,1156153.8716658454,1227198.0681863413,1295749.4187656646,1234532.544296541,1103099.2814635232,1483840.5561580006,1226367.1195392837,1273824.1273060215,0.05477518105908656,6.397973230381183,False,False,"Sas10/Utp3/C1D family/Sas10 C-terminal domain containing protein, putative",1.0
Tb927.8.1820,34340.261592366005,36789.23256143416,36940.471106686644,30197.250869068524,42948.292882963375,39104.76622023838,36023.3217534956,37416.76999075676,0.05475380304121505,4.8659332107312805,False,False,"sterol carrier protein, putative",1.0
Tb927.11.11330,68937133.55218129,70352781.26709643,69853030.78658004,67973296.90723698,83378451.5219139,65874422.41636059,69714315.20195258,72408723.6151705,0.05470858908802076,8.152664484824882,False,False,heat shock protein 70,1.0
Tb927.2.2540,38034.62310825679,43786.09012247315,46957.33709621942,42412.61285089345,45694.97406163317,45646.655653442074,42926.01677564979,44584.747521989564,0.05469794009746212,4.94206147687988,False,False,"Ribosome biogenesis protein SLX9, putative",1.0
Tb927.6.2980,45442.384973752356,45165.737707919536,50400.868906570206,48108.141198837235,47699.39244801625,50650.08333889525,47002.99719608071,48819.205661916254,0.05469606648937377,4.981466150638968,False,False,"Eukaryotic translation initiation factor 2-alpha kinase 3, putative",0.9263033639188909
Tb927.9.7550,1687254.5547479722,1629278.5335204564,1572580.5319393638,1612028.2642944208,1778548.1275374547,1687246.4993664133,1629704.5400692641,1692607.6303994295,0.05463714312393304,6.521440437128736,False,False,"adenylosuccinate lyase, putative",0.9015900658390541
Tb927.7.6210,70770.65601637535,64514.704403290154,75663.11274236364,76298.17861251377,69744.90622614027,72992.04873391779,70316.15772067638,73011.71119085727,0.05427165347618695,5.156330643556626,False,False,"hypothetical protein, conserved",1.0
Tb927.11.9050,603580.6952558658,627929.6996307559,601789.2591822987,630046.0124937518,610508.57292907,662856.6304804167,611099.8846896401,634470.4053010795,0.054144662720975206,6.095368240659157,False,False,"p21-C-terminal region-binding protein, putative",0.8400911886318091
Tb927.10.4290,123619.9750802444,140306.97484755606,134622.70811474725,139939.36014840117,132701.3507985517,141139.89371926404,132849.88601418256,137926.86822207228,0.054106531945393624,5.432611378106713,False,False,"hypothetical protein, conserved",0.9503053070717059
Tb927.11.12970,216099.04040745014,223044.73846025314,215761.57024387212,220276.0329793175,229164.62907492326,230463.46784671163,218301.7830371918,226634.7099669841,0.054044918339748296,5.6482980273717365,False,False,"hypothetical protein, conserved",0.7583585340351279
Tb927.10.5130,223077.18685131287,229239.28420875777,242498.8107077054,225354.23488684397,243000.98403793748,252944.62237861086,231605.093922592,240433.2804344641,0.053969621365523135,5.67397730603679,False,False,"Protein C21orf2 homolog, putative",0.974678893939433
Tb927.9.2980,46199.79944541717,46555.658171887495,40856.001838010176,35375.33210321222,49053.17271411475,54271.1098240051,44537.153151771614,46233.20488044402,0.053920030570549234,4.957944048468528,False,False,"hypothetical protein, conserved",0.9958386412420179
Tb05.5K5.210,1213353.1503456691,1289554.4408122501,1293127.2025380381,1368587.4477321922,1319292.3277606205,1252702.2318900686,1265344.9312319858,1313527.3357942936,0.0539155095323287,6.411429831824078,False,False,hypothetical protein,0.8921577351532199
Tb11.v5.0433,241784.9104137444,264238.98133173503,260835.59418517843,236689.93677520874,289142.757061918,270206.1842776348,255619.8286435526,265346.2927049205,0.053876640541097365,5.716809481860353,False,False,"hypothetical protein, conserved",1.0
Tb927.1.4230,52489.23677406118,57196.30574452614,58510.07259050479,49886.715231852424,55711.918540065344,68995.63336450419,56065.20503636403,58198.089045473986,0.0538660935950675,5.057906740124878,False,False,"hypothetical protein, conserved",1.0
Tb927.1.3250,507360.0852161738,529628.5250578856,535980.9969268322,545004.1810233975,549459.7746175562,538261.26371263,524323.2024002973,544241.7397845279,0.05379121656627754,6.02880092161047,False,False,"Domain of unknown function (DUF4456), putative",0.7547199404609319
Tb927.8.4790,274283.37178812764,269673.33406964375,294662.18352155876,259241.00401384523,306407.3160447862,304824.2097599167,279539.62979311007,290157.509939516,0.053783443963883557,5.755644039008276,False,False,"Putative snoRNA binding domain containing protein, putative",1.0
Tb927.4.3310,1039437.5432453655,1073104.890362843,1056846.7903129896,1054990.429461719,1123380.248187584,1111193.27606545,1056463.0746403993,1096521.3179049178,0.05369151702428709,6.333040881539226,False,False,"TPR repeat/SET domain containing protein, putative",0.7955932820787109
Tb927.7.2190,1542973.306211166,1708482.4269217346,1770651.5077047138,1722136.1966495563,1798211.399843524,1692097.0298939338,1674035.7469458717,1737481.5421290046,0.05366731649537692,6.532947576562954,False,False,"translocon-associated protein (TRAP), alpha subunit, putative",0.97241570005797
Tb927.5.3860,107677.02128323418,118929.11464417606,133068.10849408302,128675.86018289223,125639.04461951318,118953.9888716487,119891.41480716442,124422.96455801802,0.053524432238852074,5.387949028558268,False,False,"tubulin tyrosine ligase, putative",1.0
Tb927.7.1580,542126.6511286572,506237.1806642785,540026.7019637416,575870.5030442632,530475.9661712778,542078.420345157,529463.5112522257,549474.9631868993,0.05352248409135755,6.032996680110697,False,False,"Vps52 / Sac2 family, putative",0.895500131081706
Tb927.7.4600,75917.76332218062,79387.77792681422,81816.89232512542,76277.72140103797,81923.78116754342,87863.14265340066,79040.8111913734,82021.54840732734,0.05340522590283112,5.206994057311908,False,False,"Calponin homology (CH) domain containing protein, putative",1.0
Tb927.11.9210,298189.5247298543,309049.2774428084,329575.11958081287,344535.542214195,275224.0428431715,352285.5965085463,312271.3072511585,324015.06052197097,0.053260857676960593,5.803652618718973,False,False,"NOL1/NOP2/sun family, putative",1.0
Tb927.11.11140,1365084.377292293,1340918.833420083,1377319.0735607566,1447167.2071069502,1380855.8714204608,1408551.8866656176,1361107.4280910443,1412191.6550643428,0.053154957826170995,6.442996708077623,False,False,hypothetical protein,0.7567299642888179
